stem,label,rgb_path,ms_path,hs_path
Other_hyper_105,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_105.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_105.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_105.tif
Other_hyper_106,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_106.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_106.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_106.tif
Other_hyper_107,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_107.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_107.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_107.tif
Other_hyper_108,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_108.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_108.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_108.tif
Other_hyper_109,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_109.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_109.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_109.tif
Other_hyper_11,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_11.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_11.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_11.tif
Other_hyper_110,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_110.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_110.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_110.tif
Other_hyper_111,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_111.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_111.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_111.tif
Other_hyper_112,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_112.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_112.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_112.tif
Other_hyper_114,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_114.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_114.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_114.tif
Other_hyper_115,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_115.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_115.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_115.tif
Other_hyper_116,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_116.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_116.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_116.tif
Other_hyper_117,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_117.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_117.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_117.tif
Other_hyper_118,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_118.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_118.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_118.tif
Other_hyper_119,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_119.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_119.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_119.tif
Other_hyper_12,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_12.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_12.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_12.tif
Other_hyper_120,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_120.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_120.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_120.tif
Other_hyper_123,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_123.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_123.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_123.tif
Other_hyper_124,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_124.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_124.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_124.tif
Other_hyper_125,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_125.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_125.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_125.tif
Other_hyper_126,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_126.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_126.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_126.tif
Other_hyper_127,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_127.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_127.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_127.tif
Other_hyper_128,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_128.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_128.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_128.tif
Other_hyper_129,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_129.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_129.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_129.tif
Other_hyper_13,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_13.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_13.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_13.tif
Other_hyper_130,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_130.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_130.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_130.tif
Other_hyper_131,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_131.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_131.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_131.tif
Other_hyper_132,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_132.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_132.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_132.tif
Other_hyper_133,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_133.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_133.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_133.tif
Other_hyper_134,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_134.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_134.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_134.tif
Other_hyper_135,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_135.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_135.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_135.tif
Other_hyper_136,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_136.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_136.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_136.tif
Other_hyper_137,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_137.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_137.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_137.tif
Other_hyper_138,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_138.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_138.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_138.tif
Other_hyper_139,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_139.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_139.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_139.tif
Other_hyper_14,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_14.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_14.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_14.tif
Other_hyper_140,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_140.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_140.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_140.tif
Other_hyper_141,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_141.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_141.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_141.tif
Other_hyper_142,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_142.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_142.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_142.tif
Other_hyper_143,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_143.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_143.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_143.tif
Other_hyper_144,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_144.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_144.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_144.tif
Other_hyper_145,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_145.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_145.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_145.tif
Other_hyper_146,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_146.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_146.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_146.tif
Other_hyper_147,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_147.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_147.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_147.tif
Other_hyper_148,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_148.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_148.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_148.tif
Other_hyper_15,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_15.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_15.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_15.tif
Other_hyper_150,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_150.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_150.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_150.tif
Other_hyper_151,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_151.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_151.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_151.tif
Other_hyper_152,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_152.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_152.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_152.tif
Other_hyper_153,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_153.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_153.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_153.tif
Other_hyper_154,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_154.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_154.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_154.tif
Other_hyper_156,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_156.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_156.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_156.tif
Other_hyper_157,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_157.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_157.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_157.tif
Other_hyper_158,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_158.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_158.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_158.tif
Other_hyper_159,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_159.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_159.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_159.tif
Other_hyper_16,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_16.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_16.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_16.tif
Other_hyper_161,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_161.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_161.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_161.tif
Other_hyper_162,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_162.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_162.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_162.tif
Other_hyper_164,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_164.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_164.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_164.tif
Other_hyper_165,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_165.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_165.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_165.tif
Other_hyper_166,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_166.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_166.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_166.tif
Other_hyper_167,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_167.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_167.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_167.tif
Other_hyper_168,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_168.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_168.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_168.tif
Other_hyper_169,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_169.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_169.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_169.tif
Other_hyper_17,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_17.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_17.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_17.tif
Other_hyper_170,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_170.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_170.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_170.tif
Other_hyper_171,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_171.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_171.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_171.tif
Other_hyper_172,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_172.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_172.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_172.tif
Other_hyper_173,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_173.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_173.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_173.tif
Other_hyper_175,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_175.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_175.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_175.tif
Other_hyper_176,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_176.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_176.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_176.tif
Other_hyper_177,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_177.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_177.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_177.tif
Other_hyper_178,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_178.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_178.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_178.tif
Other_hyper_179,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_179.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_179.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_179.tif
Other_hyper_18,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_18.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_18.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_18.tif
Other_hyper_180,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_180.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_180.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_180.tif
Other_hyper_181,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_181.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_181.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_181.tif
Other_hyper_182,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_182.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_182.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_182.tif
Other_hyper_183,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_183.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_183.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_183.tif
Other_hyper_184,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_184.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_184.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_184.tif
Other_hyper_185,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_185.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_185.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_185.tif
Other_hyper_186,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_186.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_186.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_186.tif
Other_hyper_187,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_187.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_187.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_187.tif
Other_hyper_188,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_188.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_188.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_188.tif
Other_hyper_189,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_189.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_189.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_189.tif
Other_hyper_19,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_19.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_19.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_19.tif
Other_hyper_190,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_190.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_190.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_190.tif
Other_hyper_191,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_191.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_191.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_191.tif
Other_hyper_192,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_192.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_192.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_192.tif
Other_hyper_193,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_193.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_193.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_193.tif
Other_hyper_194,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_194.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_194.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_194.tif
Other_hyper_195,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_195.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_195.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_195.tif
Other_hyper_196,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_196.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_196.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_196.tif
Other_hyper_197,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_197.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_197.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_197.tif
Other_hyper_198,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_198.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_198.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_198.tif
Other_hyper_199,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_199.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_199.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_199.tif
Other_hyper_2,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_2.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_2.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_2.tif
Other_hyper_20,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_20.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_20.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_20.tif
Other_hyper_200,Other,D:\GitHub\AI-for-Agriculture-2026\dataset\train\RGB\Other_hyper_200.png,D:\GitHub\AI-for-Agriculture-2026\dataset\train\MS\Other_hyper_200.tif,D:\GitHub\AI-for-Agriculture-2026\dataset\train\HS\Other_hyper_200.tif
